region,model,mse,mae,ev
Kozina,speed,903.3759,29.606787,-160.68063354492188
Kozina,speed,903.3759155273438,29.60678672790528,-160.68063354492188
Kozina,speed,903.3759155273438,29.60678672790528,-160.68063354492188
Kozina,speed,903.3759155273438,29.60678672790528,-160.68063354492188
Kozina,speed,865.9266357421875,29.230722427368164,-65.89116668701172
Kozina,speed,1686.06103515625,40.91948699951172,-63.358360290527344
Kozina,speed,964.4829711914062,30.822874069213867,-74.81849670410156
Kozina,speed,1294.185791015625,35.91901397705078,-21.7095890045166
Kozina,speed,1667.50830078125,40.65387725830078,-85.31327819824219
Kozina,speed,1382.31591796875,36.907501220703125,-116.76346588134766
Kozina,speed,1499.0224609375,38.56785583496094,-66.45162963867188
Kozina,speed,1622.1947021484375,40.03764343261719,-111.09088134765625
