region,model,mse,mae,ev
Kozina,cars,446.20413,18.35583,-1506.811279296875
Kozina,cars,446.2041320800781,18.3558292388916,-1506.811279296875
Kozina,cars,446.2041320800781,18.3558292388916,-1506.811279296875
Kozina,cars,446.2041320800781,18.3558292388916,-1506.811279296875
Kozina,cars,672.8123168945312,25.71139335632324,-254.2078857421875
Kozina,cars,715.325439453125,26.434345245361328,-560.2952880859375
Kozina,cars,717.3084716796875,25.697265625,-1020.77099609375
Kozina,cars,1409.9305419921875,36.81950378417969,-1456.757568359375
Kozina,cars,907.442138671875,28.3838119506836,-10940.1083984375
Kozina,cars,685.3551635742188,24.37439727783203,-9805.45703125
Kozina,cars,2182.4541015625,45.17794036865234,-15196.84375
Kozina,cars,1018.9503173828124,31.57511138916016,-2359.4423828125
Kozina,cars,1068.3477783203125,31.968107223510742,-1776.6063232421875
