datetime,region,num_of_cars,avg_speed,latitude,longitude
2024-05-24T09:55:00Z,Pomurska,168,75,46.52351975291412,16.44175950632071
2024-05-24T14:50:00Z,Pomurska,96,79,46.52351975291413,16.441759506320707
2024-05-24T16:05:00Z,Pomurska,48,86,46.52351975291413,16.441759506320707
2024-05-24T18:05:00Z,Pomurska,96,81,46.52351975291413,16.441759506320707
2024-05-24T20:00:00Z,Pomurska,60,80,46.52351975291413,16.441759506320707
2024-05-24T22:05:00Z,Pomurska,0,0,46.52351975291413,16.441759506320707
2024-05-25T00:35:00Z,Pomurska,0,0,46.52351975291413,16.441759506320707
2024-05-25T02:15:00Z,Pomurska,12,90,46.52351975291413,16.441759506320707
2024-05-25T04:00:00Z,Pomurska,48,87,46.52351975291413,16.441759506320707
2024-05-25T06:10:00Z,Pomurska,108,83,46.52351975291413,16.441759506320707
2024-05-25T08:05:00Z,Pomurska,96,77,46.52351975291413,16.441759506320707
2024-05-25T10:05:00Z,Pomurska,96,78,46.52351975291413,16.441759506320707
2024-05-25T12:10:00Z,Pomurska,120,80,46.52351975291413,16.441759506320707
2024-05-25T14:05:00Z,Pomurska,96,80,46.52351975291413,16.441759506320707
2024-05-25T16:00:00Z,Pomurska,48,87,46.52351975291413,16.441759506320707
2024-05-25T18:05:00Z,Pomurska,60,83,46.52351975291413,16.441759506320707
2024-05-25T20:00:00Z,Pomurska,24,90,46.52351975291413,16.441759506320707
2024-05-25T22:05:00Z,Pomurska,12,88,46.52351975291413,16.441759506320707
2024-05-26T00:35:00Z,Pomurska,0,0,46.52351975291413,16.441759506320707
2024-05-26T02:15:00Z,Pomurska,12,61,46.52351975291413,16.441759506320707
2024-05-26T04:05:00Z,Pomurska,0,0,46.52351975291413,16.441759506320707
2024-05-26T06:05:00Z,Pomurska,0,0,46.52351975291413,16.441759506320707
2024-05-26T08:05:00Z,Pomurska,96,84,46.52351975291413,16.441759506320707
2024-05-26T10:05:00Z,Pomurska,84,82,46.52351975291413,16.441759506320707
2024-05-26T12:10:00Z,Pomurska,108,86,46.52351975291413,16.441759506320707
2024-05-26T14:05:00Z,Pomurska,84,80,46.52351975291413,16.441759506320707
2024-05-26T16:00:00Z,Pomurska,180,86,46.52351975291413,16.441759506320707
2024-05-26T18:05:00Z,Pomurska,96,92,46.52351975291413,16.441759506320707
2024-05-26T20:05:00Z,Pomurska,72,81,46.52351975291413,16.441759506320707
2024-05-26T22:00:00Z,Pomurska,36,85,46.52351975291413,16.441759506320707
2024-05-27T00:35:00Z,Pomurska,12,82,46.52351975291413,16.441759506320707
2024-05-27T02:20:00Z,Pomurska,120,86,46.52351975291413,16.441759506320707
2024-05-27T04:05:00Z,Pomurska,288,88,46.52351975291413,16.441759506320707
2024-05-27T06:10:00Z,Pomurska,72,69,46.52351975291413,16.441759506320707
2024-05-27T08:05:00Z,Pomurska,96,84,46.52351975291413,16.441759506320707
2024-05-27T10:05:00Z,Pomurska,96,75,46.52351975291413,16.441759506320707
